timestamp,askPrice,bidPrice,askVolume,bidVolume
1517211454362,2873.131,2872.719,0.00157,0.00055
1517211487513,2873.131,2872.62,0.00157,0.00055
1517211506578,2873.131,2872.72,0.00157,0.00055
1517211528487,2873.131,2872.619,0.00157,0.00055
1517211529101,2873.131,2872.62,0.00157,0.00055
1517211557145,2873.131,2872.619,0.00157,0.00055
1517211557196,2873.131,2872.72,0.00157,0.00055
1517211573436,2873.131,2872.869,0.00157,0.00055
1517211573537,2873.43,2872.87,0.00157,0.00055
1517211573588,2873.43,2872.969,0.00157,0.00055
1517211574345,2873.43,2872.87,0.00157,0.00055
1517211574396,2873.43,2872.97,0.00157,0.00055
1517211576351,2873.43,2872.87,0.00157,0.00055
1517211576897,2873.43,2872.869,0.00157,0.00055
1517211581144,2873.43,2872.62,0.00204,0.00198
1517211581214,2873.131,2872.62,0.00157,0.00055
1517211581339,2873.131,2872.719,0.00157,0.00055
1517211586280,2873.131,2872.87,0.00157,0.00055
1517211586381,2873.43,2872.869,0.00157,0.00055
1517211676932,2873.43,2872.72,0.00204,0.00198
1517211677243,2873.131,2872.72,0.00157,0.00055
1517211681159,2873.131,2872.62,0.00157,0.00055
1517211681260,2873.131,2872.719,0.00157,0.00055
1517211684126,2873.131,2872.72,0.00157,0.00055
1517211684328,2873.43,2872.869,0.00157,0.00055
1517211699548,2873.43,2872.62,0.00204,0.00198
1517211699599,2873.43,2872.619,0.00204,0.00198
1517211700141,2873.131,2872.715,0.00157,0.00055
1517211728792,2873.131,2872.869,0.00157,0.00055
1517211728902,2873.43,2872.87,0.00204,0.00055
1517211817696,2873.43,2872.62,0.00204,0.00198
1517211817747,2873.43,2872.619,0.00204,0.00198
1517211818171,2873.131,2872.72,0.00157,0.00055
1517211840707,2873.131,2872.869,0.00157,0.00055
1517211840757,2873.431,2872.869,0.00204,0.00055
1517211854339,2873.431,2872.619,0.00204,0.00198
1517211854390,2873.431,2872.72,0.00204,0.00198
1517211854947,2873.135,2872.72,0.00157,0.00055
1517211856885,2873.13,2872.87,0.00157,0.00055
1517211856986,2873.43,2872.87,0.00204,0.00055
1517211876347,2873.43,2872.869,0.00157,0.00055
1517211877160,2873.43,2872.87,0.00204,0.00055
1517211883167,2873.43,2872.719,0.00204,0.00198
1517211883775,2873.131,2872.719,0.00157,0.00055
1517211883972,2873.43,2872.87,0.00204,0.00055
1517211893998,2873.43,2872.869,0.00157,0.00055
1517211894049,2873.43,2872.969,0.00157,0.00055
1517211928356,2873.43,2873.12,0.00157,0.00055
1517211928457,2873.631,2873.119,0.00157,0.00055
1517211969222,2873.631,2872.87,0.00157,0.00198
1517211969273,2873.631,2872.87,0.00204,0.00198
1517211969793,2873.43,2872.969,0.00157,0.00055
1517212024827,2873.43,2872.869,0.00157,0.00055
1517212025287,2873.43,2872.969,0.00157,0.00055
1517212037881,2873.43,2872.869,0.00157,0.00055
1517212037932,2873.43,2872.969,0.00157,0.00055
1517212042529,2873.43,2872.619,0.00204,0.00198
1517212042581,2873.13,2872.619,0.00157,0.00055
1517212067443,2873.13,2872.72,0.00157,0.00055
1517212072281,2873.13,2872.87,0.00157,0.00055
1517212072382,2873.431,2872.869,0.00204,0.00055
1517212073090,2873.431,2872.97,0.00157,0.00055
1517212091869,2873.431,2872.62,0.00157,0.00198
1517212091923,2873.431,2872.719,0.00204,0.00198
1517212092414,2873.131,2872.719,0.00157,0.00055
1517212206235,2873.131,2872.369,0.00157,0.00198
1517212206286,2873.131,2872.469,0.00204,0.00198
1517212206661,2872.93,2872.469,0.00157,0.00055
1517212212829,2872.93,2872.62,0.00157,0.00055
1517212212930,2873.131,2872.619,0.00157,0.00055
1517212225653,2873.131,2872.469,0.00204,0.00198
1517212225724,2872.93,2872.469,0.00157,0.00055
1517212264942,2872.93,2872.37,0.00157,0.00055
1517212265551,2872.93,2872.369,0.00157,0.00055
1517212273804,2872.93,2872.719,0.00157,0.00055
1517212273854,2873.131,2872.719,0.00157,0.00055
1517212273905,2873.131,2872.62,0.00157,0.00055
1517212274770,2873.131,2872.369,0.00157,0.00198
1517212274820,2873.131,2872.369,0.00204,0.00198
1517212275123,2872.931,2872.47,0.00157,0.00055
1517212279971,2872.931,2872.62,0.00157,0.00055
1517212280072,2873.13,2872.619,0.00157,0.00055
1517212280173,2873.13,2872.469,0.00204,0.00198
1517212280224,2872.931,2872.469,0.00157,0.00055
1517212284765,2872.931,2872.47,0.00157,0.00055
1517212284916,2873.131,2872.62,0.00157,0.00055
1517212285105,2873.131,2872.719,0.00157,0.00055
1517212287114,2873.131,2872.619,0.00157,0.00055
1517212287430,2873.131,2872.469,0.00204,0.00198
1517212287501,2872.93,2872.469,0.00157,0.00055
1517212368431,2872.93,2872.419,0.00157,0.00055
1517212390810,2872.93,2872.069,0.00157,0.00198
1517212390860,2872.93,2872.069,0.00204,0.00198
1517212400896,2872.63,2872.069,0.00157,0.00055
1517212401556,2872.63,2872.169,0.00157,0.00055
1517212401679,2872.63,2872.069,0.00157,0.00055
1517212403805,2872.63,2872.17,0.00157,0.00055
1517212403956,2872.93,2872.319,0.00157,0.00055
1517212407355,2872.93,2872.069,0.00204,0.00198
1517212407911,2872.63,2872.169,0.00157,0.00055
1517212412037,2872.63,2872.17,0.00157,0.00055
1517212412189,2872.93,2872.319,0.00157,0.00055
1517212439858,2872.93,2872.069,0.00204,0.00198
1517212439914,2872.93,2872.169,0.00157,0.00198
1517212439964,2872.93,2872.32,0.00157,0.00055
1517212441115,2872.93,2872.069,0.00204,0.00198
1517212441216,2872.631,2872.069,0.00157,0.00055
1517212478483,2872.631,2872.169,0.00157,0.00055
1517212478606,2872.93,2872.319,0.00157,0.00055
1517212485224,2872.93,2872.069,0.00204,0.00198
1517212485276,2872.631,2872.069,0.00157,0.00055
1517212487286,2872.631,2872.17,0.00157,0.00055
1517212487337,2872.631,2872.069,0.00157,0.00055
1517212490718,2872.731,2872.069,0.00204,0.00198
1517212490768,2872.731,2872.169,0.00157,0.00055
1517212490874,2872.93,2872.32,0.00157,0.00055
1517212496343,2872.93,2872.319,0.00157,0.00055
1517212497583,2872.635,2872.319,0.00157,0.00055
1517212503114,2872.63,2872.169,0.00157,0.00055
1517212503165,2872.63,2872.069,0.00157,0.00055
1517212503650,2872.63,2872.17,0.00157,0.00055
1517212517174,2872.63,2872.169,0.00157,0.00055
1517212517224,2872.63,2872.069,0.00157,0.00055
1517212517275,2872.63,2872.169,0.00157,0.00055
1517212517874,2872.63,2872.17,0.00157,0.00055
1517212540382,2872.63,2872.32,0.00157,0.00055
1517212540483,2872.93,2872.32,0.00157,0.00055
1517212541849,2872.93,2872.069,0.00204,0.00198
1517212541974,2872.631,2872.069,0.00157,0.00055
1517212545757,2872.631,2872.17,0.00157,0.00055
1517212545857,2872.93,2872.32,0.00157,0.00055
1517212547847,2872.93,2872.319,0.00157,0.00055
1517212560462,2872.93,2872.32,0.00204,0.00055
1517212563528,2872.93,2872.319,0.00157,0.00055
1517212570164,2872.63,2872.319,0.00157,0.00055
1517212601940,2872.63,2872.17,0.00157,0.00055
1517212601991,2872.63,2872.32,0.00157,0.00055
1517212602062,2872.931,2872.32,0.00157,0.00055
1517212604670,2872.931,2872.319,0.00204,0.00055
1517212606867,2872.931,2872.169,0.00204,0.00198
1517212606980,2872.63,2872.169,0.00157,0.00055
1517212608473,2872.63,2872.319,0.00157,0.00055
1517212608547,2872.93,2872.319,0.00157,0.00055
1517212609847,2872.93,2872.069,0.00204,0.00198
1517212610232,2872.631,2872.07,0.00157,0.00055
1517212682768,2872.631,2872.069,0.00157,0.00055
1517212691906,2872.631,2872.07,0.00157,0.00055
1517212782540,2872.631,2871.819,0.00204,0.00198
1517212782608,2872.431,2871.819,0.00157,0.00055
1517212785022,2872.431,2871.92,0.00157,0.00055
1517212785300,2872.631,2871.92,0.00157,0.00198
1517212785350,2872.631,2872.069,0.00157,0.00055
1517212785512,2872.53,2871.92,0.00157,0.00055
1517212785624,2872.43,2871.92,0.00157,0.00055
1517212789730,2872.43,2871.82,0.00204,0.00055
1517212790336,2872.43,2871.819,0.00157,0.00055
1517212793742,2872.43,2871.82,0.00157,0.00055
1517212794300,2872.43,2871.819,0.00157,0.00055
1517212795895,2872.43,2871.82,0.00157,0.00055
1517212795945,2872.43,2871.919,0.00157,0.00055
1517212799525,2872.631,2871.919,0.00157,0.00198
1517212799632,2872.631,2871.82,0.00204,0.00198
1517212799683,2872.631,2871.919,0.00157,0.00198
1517212799734,2872.43,2871.92,0.00157,0.00055
1517212800181,2872.43,2871.569,0.00204,0.00198
1517212800297,2872.43,2871.819,0.00157,0.00055
1517212800832,2872.43,2871.57,0.00204,0.00198
1517212801286,2872.43,2871.57,0.00204,0.00198
1517212802280,2872.43,2871.569,0.00157,0.00198
1517212802390,2872.13,2871.669,0.00157,0.00055
1517212803172,2872.13,2871.57,0.00157,0.00055
1517212804587,2872.13,2871.569,0.00157,0.00055
1517212808304,2872.13,2871.319,0.00204,0.00198
1517212808354,2872.13,2871.32,0.00157,0.00198
1517212812691,2872.13,2871.57,0.00157,0.00055
1517212818595,2872.13,2871.569,0.00157,0.00055
1517212818896,2872.43,2871.569,0.00204,0.00198
1517212820264,2872.43,2871.569,0.00204,0.00198
1517212820453,2872.13,2871.569,0.00157,0.00055
1517212820898,2872.431,2871.569,0.00204,0.00198
1517212824379,2872.431,2871.32,0.00204,0.00198
1517212824431,2872.431,2871.569,0.00204,0.00198
1517212824502,2872.13,2871.569,0.00157,0.00055
1517212830760,2872.13,2871.319,0.00157,0.00198
1517212830913,2872.13,2871.489,0.00157,0.00055
1517212831320,2872.13,2871.569,0.00157,0.00055
1517212835416,2872.13,2871.319,0.00204,0.00198
1517212835487,2871.931,2871.319,0.00204,0.00055
1517212843126,2871.931,2871.419,0.00157,0.00055
1517212843316,2872.131,2871.57,0.00157,0.00055
1517212845878,2872.131,2871.669,0.00157,0.00055
1517212847784,2872.131,2871.67,0.00157,0.00055
1517212854114,2872.131,2871.57,0.00157,0.00055
1517212855941,2872.131,2871.669,0.00157,0.00055
1517212856042,2872.23,2871.669,0.00157,0.00055
1517212856886,2872.13,2871.669,0.00157,0.00055
1517212860303,2872.13,2871.82,0.00157,0.00055
1517212860354,2872.431,2871.82,0.00157,0.00055
1517212861774,2872.431,2871.469,0.00204,0.00198
1517212862228,2872.13,2871.57,0.00157,0.00055
1517212863312,2872.13,2871.67,0.00157,0.00055
1517212863922,2872.13,2871.669,0.00157,0.00055
1517212864057,2872.13,2871.569,0.00157,0.00055
1517212864108,2872.13,2871.67,0.00157,0.00055
1517212865221,2872.13,2871.819,0.00157,0.00055
1517212865322,2872.43,2871.819,0.00157,0.00055
1517212866613,2872.43,2871.469,0.00157,0.00198
1517212866663,2872.43,2871.82,0.00157,0.00055
1517212867282,2872.43,2871.469,0.00204,0.00198
1517212867888,2872.131,2871.57,0.00157,0.00055
1517212876371,2872.131,2871.669,0.00157,0.00055
1517212876522,2872.131,2871.57,0.00157,0.00055
1517212887825,2872.131,2871.569,0.00157,0.00055
1517212887875,2871.931,2871.569,0.00157,0.00055
1517212890202,2871.931,2871.419,0.00157,0.00055
1517212891803,2872.031,2871.419,0.00157,0.00055
1517212891963,2872.13,2871.419,0.00157,0.00198
1517212899567,2872.13,2871.569,0.00157,0.00055
1517212919739,2872.13,2871.57,0.00157,0.00055
1517212943877,2872.13,2871.32,0.00204,0.00198
1517212943990,2871.931,2871.32,0.00204,0.00055
1517212955873,2871.931,2871.32,0.00157,0.00055
1517212962659,2871.931,2871.07,0.00204,0.00198
1517212962733,2871.631,2871.07,0.00157,0.00055
1517212990239,2871.631,2870.819,0.00204,0.00198
1517212990311,2871.43,2870.819,0.00157,0.00055
1517212994685,2871.43,2870.57,0.00204,0.00198
1517212994744,2871.131,2870.57,0.00157,0.00055
1517212998923,2871.33,2870.57,0.00204,0.00055
1517213001698,2870.431,2870.07,0.00157,0.00055
1517213001764,2870.631,2870.07,0.00157,0.00055
1517213004203,2870.631,2870.32,0.00157,0.00055
1517213004304,2870.931,2870.32,0.00157,0.00055
1517213006399,2870.931,2870.07,0.00204,0.00198
1517213006893,2870.63,2870.07,0.00157,0.00055
1517213008437,2870.93,2870.07,0.00204,0.00198
1517213008487,2870.93,2870.07,0.00204,0.00198
1517213008966,2870.93,2870.319,0.00157,0.00055
1517213009016,2870.93,2870.419,0.00157,0.00055
1517213009138,2870.93,2870.32,0.00204,0.00055
1517213010884,2870.93,2870.319,0.00157,0.00055
1517213010934,2870.93,2870.42,0.00157,0.00055
1517213012448,2870.93,2870.32,0.00204,0.00055
